learning_rate,0.001,training_epochs,1,batch_size,100,display_step,10,conv1_kernel_num,16
train_step,train_loss,validation_loss,train_step,train_accuracy,validation_accuracy
10,1.86259774367,1.87080903769,10,0.375555555026,0.366399999261
20,1.41386463642,1.43934112549,20,0.577999997139,0.557999998331
30,1.08579668999,1.08738316655,30,0.648000001907,0.658199999332
40,0.824176186323,0.862392913103,40,0.738999998569,0.727000001669
50,0.73154129982,0.70116915822,50,0.763999992609,0.781199996471
60,0.617580157518,0.606310301423,60,0.811999988556,0.817399997711
70,0.492018952966,0.543088474274,70,0.855000007153,0.838399996758
80,0.481791999936,0.494649676085,80,0.848000001907,0.853999999762
90,0.462225875258,0.477926383615,90,0.865000003576,0.85680000186
100,0.422904136777,0.439384297132,100,0.864999991655,0.869999996424
110,0.401999235153,0.42565312624,110,0.873000007868,0.874200001955
120,0.39264189899,0.415403012037,120,0.886000001431,0.88020000577
130,0.34965685606,0.384604671896,130,0.894999992847,0.890800000429
140,0.385099714994,0.373921537995,140,0.883999991417,0.89280000329
150,0.355729849637,0.359465013146,150,0.890000003576,0.889400002956
160,0.321935687959,0.344163298309,160,0.896999996901,0.898799997568
170,0.35243268609,0.335881516039,170,0.891000014544,0.903200002909
180,0.314521048963,0.323047414124,180,0.907000011206,0.903400001526
190,0.287783251703,0.302994673848,190,0.922000002861,0.914400001764
200,0.311206045747,0.320645051599,200,0.910000008345,0.907200001478
210,0.344518828392,0.310611951947,210,0.893000006676,0.906800004244
220,0.318891215324,0.301857519746,220,0.901000005007,0.910200002193
230,0.293384106457,0.282503568232,230,0.909999996424,0.91780000329
240,0.299698741734,0.284292348623,240,0.903999996185,0.918600002527
250,0.267356403172,0.27051295206,250,0.912000006437,0.924999998808
260,0.27723633945,0.256609060168,260,0.916999995708,0.928800003529
270,0.241119810939,0.26123904407,270,0.926000010967,0.924400005341
280,0.263256920874,0.25430066213,280,0.923000007868,0.928400005102
290,0.23280890584,0.251010414362,290,0.921999996901,0.931600000858
300,0.20795186758,0.251048520952,300,0.935000002384,0.928999998569
310,0.22149925977,0.238517930359,310,0.936000001431,0.933800001144
320,0.232848624885,0.233225025386,320,0.932999992371,0.931600000858
330,0.254599569738,0.231989403367,330,0.926999998093,0.937200008631
340,0.240640102327,0.227446462512,340,0.920999991894,0.935600001812
350,0.238830128312,0.219049323797,350,0.926999998093,0.938000003099
360,0.242172814906,0.218975567073,360,0.923999994993,0.937600007057
370,0.20729983747,0.214493867904,370,0.947999995947,0.937599999905
380,0.217452566326,0.211172581315,380,0.934000003338,0.943800001144
390,0.166932769865,0.19839073211,390,0.958999997377,0.94340000391
400,0.172318179905,0.207037554383,400,0.954000002146,0.943000006676
410,0.202256893367,0.199006174356,410,0.93900001049,0.946800003052
420,0.160636731237,0.208098637462,420,0.959000003338,0.940600001812
430,0.17307523489,0.201238187402,430,0.951999998093,0.942399998903
440,0.206857600808,0.189791246951,440,0.934999996424,0.945200002193
450,0.185474386811,0.193677409738,450,0.940000003576,0.945200006962
460,0.175533221662,0.18789303109,460,0.951999998093,0.943800001144
470,0.196938732266,0.179991622269,470,0.940000003576,0.95060000062
480,0.179480060935,0.180945841372,480,0.943000006676,0.944399998188
490,0.182700632513,0.191801974326,490,0.943999999762,0.946200002432
500,0.189445415884,0.183520013019,500,0.947000002861,0.947200000286
510,0.177138543129,0.181039601713,510,0.943999999762,0.947999999523
520,0.177081637084,0.173239459768,520,0.950999987125,0.952400001287
530,0.207410009205,0.181262375787,530,0.936999994516,0.945800000429
540,0.180848626047,0.183022350743,540,0.938000005484,0.944999997616
550,0.16747808978,0.169196843132,550,0.951999998093,0.952000002861
test step,loss,0.16696292134,accuracy,0.95120000422
